name,shirt,team,passes,passes_completed,passing_accuracy_rate,crosses,crossing_accuracy_rate,take_ons_completed,linebreaks_attempted_defensive_line,linebreak_attempted_defensive_line_rate,attempted_switches_of_play,switches_of_play_rate,position
Leo Pereira,822,BRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Joaquin Piquerez,822,URU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Cesar Samudio,822,PAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Gaston Olveira,346,PAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Facundo Pellistri,346,URU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Weverton,346,BRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Gonzalo Valle,822,ECU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Juan Portilla,822,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Geronimo Rulli,822,ARG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Felix Torres,822,ECU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Rodrigo Zalazar,822,URU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Cesar Yanis,822,PAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Bremer,822,BRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Kevin Stoeger,1251,,,,,,,,,,,,
Kevin Viveros,1252,,,,,,,,,,,,
Khaled Binsabaa,1254,,,,,,,,,,,,
Khaled Mohammed,1255,,,,,,,,,,,,
Khaled Sobhy,1256,,,,,,,,,,,,
Khaled Zakaria,1257,,,,,,,,,,,,
Khephren Thuram,1260,,,,,,,,,,,,
Khusain Norchaev,1264,,,,,,,,,,,,
Kiernan Dewsbury Hall,1266,,,,,,,,,,,,
Kieron Bowie,1267,,,,,,,,,,,,
Kilian Belazzoug,1268,,,,,,,,,,,,
Killian Sardella,1269,,,,,,,,,,,,
Kim Bongsoo,1270,,,,,,,,,,,,
Kim Jisoo,1272,,,,,,,,,,,,
Kim Jusung,1273,,,,,,,,,,,,
Kim Taehyun,1278,,,,,,,,,,,,
Kingsley Coman,1279,,,,,,,,,,,,
Kjell Scherpen,1280,,,,,,,,,,,,
Kodai Sano,1282,,,,,,,,,,,,
Koji Miyoshi,1283,,,,,,,,,,,,
Koki Machida,1285,,,,,,,,,,,,
Kosei Tani,1289,,,,,,,,,,,,
Kosi Thompson,1290,,,,,,,,,,,,
Kota Takai,1292,,,,,,,,,,,,
Kristian Arnstad,1295,,,,,,,,,,,,
Kristopher Da Graca,1300,,,,,,,,,,,,
Krystof Danek,1301,,,,,,,,,,,,
Kumel Saadi,1302,,,,,,,,,,,,
Kuryu Matsuki,1303,,,,,,,,,,,,
Kuvondik Ruziev,1304,,,,,,,,,,,,
Kwadwo Baah,1305,,,,,,,,,,,,
Kwadwo Duah,1306,,,,,,,,,,,,
Kwasi Poku,1307,,,,,,,,,,,,
Kwon Hyeokkyu,1309,,,,,,,,,,,,
Kwon Kyungwon,1310,,,,,,,,,,,,
Kye Rowles,1311,,,,,,,,,,,,
Kyle Adams,1312,,,,,,,,,,,,
Lautaro Di Lollo,1319,,,,,,,,,,,,
Leandro Merencia,1324,,,,,,,,,,,,
Lebohang Maboe,1327,RSA,,,,,,,,,,,
Lee Changgeun,1328,,,,,,,,,,,,
Lee Dongjun,1330,,,,,,,,,,,,
Lee Hojae,1333,,,,,,,,,,,,
Lee Hyunju,1334,,,,,,,,,,,,
Lee Myungjae,1337,,,,,,,,,,,,
Lee Seungwoo,1338,,,,,,,,,,,,
Lee Youhyeon,1340,,,,,,,,,,,,
Lennart Karl,1341,,,,,,,,,,,,
Lennon Miller,1342,,,,,,,,,,,,
Leo Ortiz,1344,,,,,,,,,,,,
Leo Roman,1347,,,,,,,,,,,,
Leobrian Kokubo,1348,,,,,,,,,,,,
Leonardo Balerdi,1350,,,,,,,,,,,,df
Leonardo Campana,1351,,,,,,,,,,,,
Leonardo Realpe,1352,,,,,,,,,,,,
Leonidas Stergiou,1353,,,,,,,,,,,,
Leopold Querfeld,1354,,,,,,,,,,,,
Leopold Wahlstedt,1355,,,,,,,,,,,,
Leverton Pierre,1357,,,,,,,,,,,,mf
Levi Colwill,1358,,,,,,,,,,,,
Lewis Hall,1360,,,,,,,,,,,,
Lewis Morgan,1361,,,,,,,,,,,,
Liam Gillion,1362,,,,,,,,,,,,
Liam Mcfarlane,1364,,,,,,,,,,,,
Liam Morrison,1366,,,,,,,,,,,,
Linus Wahlqvist,1368,,,,,,,,,,,,
Loic Bade,1375,,,,,,,,,,,,
Lois Openda,1376,,,,,,,,,,,,
Lorenzo Melgarejo,1377,,,,,,,,,,,,
Louey Ben Farhat,1378,,,,,,,,,,,,
Lovro Majer,1380,,,,,,,,,,,,
Luca Petrasso,1383,,,,,,,,,,,,
Lucas Chevalier,1386,,,,,,,,,,,,
Lucas Martinez Quarta,1390,,,,,,,,,,,,
Lucas Romero,1393,,,,,,,,,,,,
Lucas Stassin,1394,,,,,,,,,,,,
Luciano Juba,1395,,,,,,,,,,,,
Luciano Rodriguez,1396,,,,,,,,,,,,
Luciano Valente,1397,,,,,,,,,,,,
Luck Zogbe,1398,,,,,,,,,,,,
Ludwig Augustinsson,1399,,,,,,,,,,,,
Luis Fragozo,1402,,,,,,,,,,,,
Luis Maximiano,1403,,,,,,,,,,,,
Luis Rey,1405,MEX,,,,,,,,,,,
Luka Gavran,1409,,,,,,,,,,,,
Luka Kulenovic,1410,,,,,,,,,,,,
Luka Menalo,1411,,,,,,,,,,,,
Luka Stojkovic,1413,,,,,,,,,,,,
Lukas Ambros,1416,,,,,,,,,,,,
Lukas Kelly Heald,1419,,,,,,,,,,,,
Lukas Sadilek,1421,,,,,,,,,,,,
Luke Brooke Smith,1422,,,,,,,,,,,,
Luke Graham,1423,,,,,,,,,,,,
Luke Le Roux,1424,RSA,,,,,,,,,,,
Luke Shaw,1425,,,,,,,,,,,,
Maarten Vandevoordt,1429,,,,,,,,,,,,
Mahdi Mohebi,1431,,,,,,,,,,,,
Mahmoud Ghorbel,1435,,,,,,,,,,,,
Majeed Ashimeru,1437,,,,,,,,,,,,
Makhmudjon Makhamadjonov,1438,,,,,,,,,,,,
Malang Sarr,1439,,,,,,,,,,,,
Malcom Dacosta,1440,,,,,,,,,,,,
Malek Shalabiya,1441,,,,,,,,,,,,
Malick Fofana,1442,,,,,,,,,,,,
Malik Henry,1444,,,,,,,,,,,,
Mamadou Camara,1447,,,,,,,,,,,,
Mamadou Diakhon,1448,,,,,,,,,,,,
Mamadou Mbow,1449,,,,,,,,,,,,
Mandela Keita,1451,,,,,,,,,,,,
Manu Duah,1452,,,,,,,,,,,,
Mao Hosoya,1457,,,,,,,,,,,,
Marc Bernal,1459,,,,,,,,,,,,
Marc Bola,1460,,,,,,,,,,,,
Marcel Ruiz,1464,MEX,,,,,,,,,,,
Marcelo Flores,1466,,,,,,,,,,,,mf
Marcelo Saracchi,1467,,,,,,,,,,,,
Marco Gruell,1470,,,,,,,,,,,,
Marco Pellegrino,1472,,,,,,,,,,,,
Marcos Acuna,1473,,,,,,,,,,,,
Marcus Younis,1479,,,,,,,,,,,,
Mario Stroeykens,1482,,,,,,,,,,,,
Marouane Louadni,1489,,,,,,,,,,,,
Marouane Sahraoui,1490,,,,,,,,,,,,
Martial Godo,1493,,,,,,,,,,,,
Martin Boyle,1495,,,,,,,,,,,,
Martin Jedlicka,1498,,,,,,,,,,,,
Martin Krug,1499,,,,,,,,,,,,
Martin Vitik,1501,,,,,,,,,,,,
Marwan Alsahafi,1506,,,,,,,,,,,,
Marwan Badreldin,1507,,,,,,,,,,,,
Masindi Nemtajela,1508,RSA,,,,,,,,,,,
Masoud Mohebbi,1509,,,,,,,,,,,,
Matej Hadas,1510,,,,,,,,,,,,
Matej Rynes,1512,,,,,,,,,,,,
Matej Vydra,1513,,,,,,,,,,,,
Mateo Gamarra,1515,,,,,,,,,,,,
Mateus Fernandes,1517,,,,,,,,,,,,
Matheus Pereira,1520,,,,,,,,,,,,
Mathias Dyngeland,1523,,,,,,,,,,,,
Mathias Honsak,1524,,,,,,,,,,,,
Mathias Villasanti,1526,,,,,,,,,,,,
Matias Abaldo,1528,,,,,,,,,,,,
Matias Soule,1531,,,,,,,,,,,,
Matte Smets,1536,,,,,,,,,,,,
Matteo Guendouzi,1537,,,,,,,,,,,,
Matthew Dibley Dias,1538,,,,,,,,,,,,
Matthew Garbett,1539,,,,,,,,,,,,mf
Matthew Sheridan,1540,,,,,,,,,,,,
Matthias Ginter,1541,,,,,,,,,,,,
Matthias Seidl,1542,,,,,,,,,,,,
Matthieu Udol,1544,,,,,,,,,,,,
Matthijs De Ligt,1545,,,,,,,,,,,,
Matz Sels,1547,,,,,,,,,,,,
Mauro Arambarri,1549,,,,,,,,,,,,
Max Balard,1551,,,,,,,,,,,,
Max Johnston,1553,,,,,,,,,,,,
Max Mata,1554,,,,,,,,,,,,
Maximilian Mittelstaedt,1560,,,,,,,,,,,,
Maximilian Woeber,1561,,,,,,,,,,,,
Maximo Perrone,1562,,,,,,,,,,,,
Maytham Jabbar,1563,,,,,,,,,,,,
Mehdi Dorval,1565,,,,,,,,,,,,
Mehdi Hashemnejad,1567,,,,,,,,,,,,
Melker Ellborg,1570,,,,,,,,,,,,
Mersad Seifi,1575,,,,,,,,,,,,
Michael Heule,1582,,,,,,,,,,,,
Michal Beran,1586,,,,,,,,,,,,
Michy Batshuayi,1589,,,,,,,,,,,,
Miguel Joseph,1592,,,,,,,,,,,,
Miguel Merentiel,1593,,,,,,,,,,,,
Mihlali Mayambela,1594,RSA,,,,,,,,,,,
Mika Godts,1595,,,,,,,,,,,,
Mikael Cantave,1596,,,,,,,,,,,,
Mikael Ishak,1597,,,,,,,,,,,,
Milton Delgado,1605,,,,,,,,,,,,
Mio Backhaus,1606,,,,,,,,,,,,
Mislav Orsic,1608,,,,,,,,,,,,
Mitchell Duke,1609,,,,,,,,,,,,
Mohamed Abukhalil,1612,,,,,,,,,,,,
Mohamed Ali Ben Romdhane,1614,,,,,,,,,,,,
Mohamed Altaay,1615,,,,,,,,,,,,
Mohamed Azzi,1619,,,,,,,,,,,,
Mohamed Belloumi,1620,,,,,,,,,,,,
Mohamed Chibi,1621,,,,,,,,,,,,
Mohamed Diomande,1622,,,,,,,,,,,,
Mohamed Drager,1623,,,,,,,,,,,,
Mohamed Farsi,1625,,,,,,,,,,,,
Mohamed Khacef,1629,,,,,,,,,,,,
Mohamed Khaled,1630,,,,,,,,,,,,
Mohamed Rabia,1633,,,,,,,,,,,,
Mohamed Rabie Hrimat,1634,,,,,,,,,,,,
Mohamed Shehata,1636,,,,,,,,,,,,
Mohammad Alkloub,1643,,,,,,,,,,,,
Mohammad Khodabandelo,1645,,,,,,,,,,,,
Mohammadjavad Hosseinnezhad,1647,,,,,,,,,,,,
Mohammed Jawad,1650,,,,,,,,,,,,
Mohammed Khubrani,1651,,,,,,,,,,,,
Mohammed Qasim,1653,,,,,,,,,,,,
Mohammed Salih,1654,,,,,,,,,,,,
Mohammed Waad,1655,,,,,,,,,,,,
Mohanad Jeahze,1657,,,,,,,,,,,,
Mohannad Alsouliman,1660,,,,,,,,,,,,
Mohannad Semreen,1661,,,,,,,,,,,,
Mohau Nkota,1662,RSA,,,,,,,,,,,
Momen Alsaket,1667,,,,,,,,,,,,
Mondy Prunier,1668,,,,,,,,,,,,
Monsef Bakrar,1669,,,,,,,,,,,,
Montader Madjed,1670,,,,,,,,,,,,
Moon Seonmin,1672,,,,,,,,,,,,
Morgan Gibbs White,1673,,,,,,,,,,,,
Moritz Nicolas,1675,,,,,,,,,,,,
Morteza Pouraliganji,1678,,,,,,,,,,,,
Moses Dyer,1680,,,,,,,,,,,,
Mostafa Mohamed,1681,,,,,,,,,,,,
Moussa Diaby,1687,,,,,,,,,,,,
Moustafa Tarek,1689,,,,,,,,,,,,
Mrwan Hassan,1691,,,,,,,,,,,,
Mthetheleli Mthiyane,1692,RSA,,,,,,,,,,,
Mubarak Shanan,1693,,,,,,,,,,,,
Muhammadrasul Abdumajidov,1694,,,,,,,,,,,,
Muhammed Cham,1695,,,,,,,,,,,,
Mukhammadkodir Khamraliev,1696,,,,,,,,,,,,
Mukhtar Ali,1697,,,,,,,,,,,,
Murad Alhawsawi,1700,,,,,,,,,,,,
Musaab Khidir,1701,,,,,,,,,,,,
Mustafa Eskihellac,1703,,,,,,,,,,,,
Myles Lewis Skelly,1705,,,,,,,,,,,,
Na Sangho,1706,,,,,,,,,,,,
Nabil Irfan,1709,,,,,,,,,,,,
Nacim Dendani,1710,,,,,,,,,,,,
Nader Ghandri,1711,,,,,,,,,,,,
Nahitan Nandez,1714,,,,,,,,,,,,
Nail Omerovic,1716,,,,,,,,,,,,
Nampalys Mendy,1717,,,,,,,,,,,,
Naomichi Ueda,1719,,,,,,,,,,,,
Nasser Mansy,1721,,,,,,,,,,,,
Natan,1722,,,,,,,,,,,,
Nathan De Cat,1724,,,,,,,,,,,,
Nathan Harriel,1725,,,,,,,,,,,,
Nathangelo Markelo,1730,,,,,,,,,,,,
Nathaniel Adjei,1731,,,,,,,,,,,,
Nayef Aguerd,1735,,,,,,,,,,,,df
Ndamulelo Maphandule,1736,RSA,,,,,,,,,,,
Neiser Villarreal,1738,,,,,,,,,,,,
Nelson Deossa,1739,,,,,,,,,,,,
Niall Mason,1745,,,,,,,,,,,,
Nicholas Dagostino,1746,,,,,,,,,,,,
Nick Pope,1747,,,,,,,,,,,,
Nicky Souren,1749,,,,,,,,,,,,
Niclas Fuellkrug,1750,,,,,,,,,,,,
Nicolas Capaldo,1757,,,,,,,,,,,,
Nicolas Dominguez,1759,,,,,,,,,,,,
Nicolas Fonseca,1760,,,,,,,,,,,,
Nicolas Kristof,1762,,,,,,,,,,,,
Nicolas Marichal,1763,,,,,,,,,,,,
Nicolo Tresoldi,1769,,,,,,,,,,,,
Nikita Haikin,1771,,,,,,,,,,,,
Niko Kirwan,1772,,,,,,,,,,,,
Nikola Markovic,1775,,,,,,,,,,,,
Nikola Tzanev,1777,,,,,,,,,,,,
Nikolas Polster,1780,,,,,,,,,,,,
Nikolas Veratschnig,1781,,,,,,,,,,,,
Nikolaus Wurmbrand,1782,,,,,,,,,,,,
Nino Fancito,1784,,,,,,,,,,,,
Nkosikhona Radebe,1787,RSA,,,,,,,,,,,
Noah Abatneh,1790,,,,,,,,,,,,
Noah Atubolu,1791,,,,,,,,,,,,
Noah Eile,1792,,,,,,,,,,,,
Nobel Mendy,1795,,,,,,,,,,,,
Nodirbek Abdurazzokov,1796,,,,,,,,,,,,
Noel Tornqvist,1797,,,,,,,,,,,,
Noureddine Farhati,1801,,,,,,,,,,,,
Nuno Tavares,1805,,,,,,,,,,,,
Odin Bjortuft,1810,,,,,,,,,,,,
Oh Sehun,1813,,,,,,,,,,,,
Okan Kocuk,1814,,,,,,,,,,,,
Oli Mcburnie,1815,,,,,,,,,,,,
Oliver Burke,1817,,,,,,,,,,,,
Olivier Deman,1818,,,,,,,,,,,,
Omar Ben Ali,1822,,,,,,,,,,,,
Omar Browne,1823,,,,,,,,,,,,
Omar El Hilali,1824,,,,,,,,,,,,
Omar Valencia,1827,,,,,,,,,,,,
Ondrej Kricfalusi,1828,,,,,,,,,,,,
Ondrej Mihalik,1829,,,,,,,,,,,,
Osama Faisal,1835,,,,,,,,,,,,
Osamah Rashid,1836,,,,,,,,,,,,
Oscar Mingueza,1838,,,,,,,,,,,,
Oscar Naasei,1839,,,,,,,,,,,,
Oscar Romero,1840,,,,,,,,,,,,
Oscar Zambrano,1841,,,,,,,,,,,,
Osman Hadzikic,1842,,,,,,,,,,,,
Othmane Maamma,1846,,,,,,,,,,,,
Otto Rosengren,1847,,,,,,,,,,,,
Oussama Targhalline,1852,,,,,,,,,,,,
Ousseynou Niang,1853,,,,,,,,,,,,
Owen Parker Price,1855,,,,,,,,,,,,
Oybek Bozorov,1856,,,,,,,,,,,,
Pablo Barrios,1858,,,,,,,,,,,,
Pablo Fornals,1859,,,,,,,,,,,,
Pape Sy,1863,,,,,,,,,,,,
Park Seungwook,1866,,,,,,,,,,,,
Pascal Loretz,1868,,,,,,,,,,,,
Patrick Andrade,1870,,,,,,,,,,,,
Patrick Maswanganyi,1873,RSA,,,,,,,,,,,
Patrick Schulte,1875,,,,,,,,,,,,
Patrick Yazbek,1877,,,,,,,,,,,,
Patrik Carlgren,1878,,,,,,,,,,,,
Patrik Hellebrand,1879,,,,,,,,,,,,
Pau Torres,1882,,,,,,,,,,,,
Paul Reverson,1885,,,,,,,,,,,,
Paulinho,1887,,,,,,,,,,,,
Paulo Cardoso,1888,,,,,,,,,,,,
Paulo Henrique,1889,,,,,,,,,,,,
Pavel Bucha,1890,,,,,,,,,,,,
Paxten Aaronson,1892,,,,,,,,,,,,
Pedro,1895,,,,,,,,,,,,
Pedro Goncalves,1896,,,,,,,,,,,,
Peter Gwargis,1904,,,,,,,,,,,,
Phil Foden,1905,,,,,,,,,,,,
Philipp Koehn,1906,,,,,,,,,,,,
Philipp Treu,1908,,,,,,,,,,,,
Pierre Kalulu,1912,,,,,,,,,,,,
Pouria Latififar,1913,,,,,,,,,,,,
Pourya Shahrabadi,1914,,,,,,,,,,,,
Prince Amoako,1916,,,,,,,,,,,,
Quilindschy Hartman,1918,,,,,,,,,,,,
Rafael Mosquera,1922,,,,,,,,,,,,
Rafael Santos Borre,1923,,,,,,,,,,,,
Raheem Edwards,1925,,,,,,,,,,,,
Ralph Priso,1927,,,,,,,,,,,,
Ramon Juarez,1930,MEX,,,,,,,,,,,
Randal Kolo Muani,1934,,,,,,,,,,,,
Rangelo Janga,1935,,,,,,,,,,,,
Ransford Yeboah Koenigsdoerffer,1937,,,,,,,,,,,,
Raphael Borges Rodrigues,1938,,,,,,,,,,,,
Rassoul Ndiaye,1940,,,,,,,,,,,,
Raul Florucz,1941,,,,,,,,,,,,
Rayan Hamed,1948,,,,,,,,,,,,
Rayan Kolli,1949,,,,,,,,,,,,
Rayane Bounida,1950,,,,,,,,,,,,
Rayyan Ahmed,1951,,,,,,,,,,,,
Razak Simpson,1952,,,,,,,,,,,,
Redouane Berkane,1954,,,,,,,,,,,,
Renaldo Leaner,1959,RSA,,,,,,,,,,,
Reo Hatate,1961,,,,,,,,,,,,
Reza Ghandipour,1962,,,,,,,,,,,,
Reziq Banihani,1963,,,,,,,,,,,,
Ricardo Horta,1966,,,,,,,,,,,,
Ricardo Phillips,1968,,,,,,,,,,,,
Ricardo Velho,1970,,,,,,,,,,,,
Richard Ledezma,1971,MEX,,,,,,,,,,,
Richarlison,1973,,,,,,,,,,,,
Ridle Baku,1975,,,,,,,,,,,,
Ridvan Yilmaz,1976,,,,,,,,,,,,
Rihito Yamamoto,1978,,,,,,,,,,,,
Riley Mcgree,1979,,,,,,,,,,,,
Ritchy Valme,1980,,,,,,,,,,,,
Robbie Ure,1983,,,,,,,,,,,,
Robby Mccrorie,1984,,,,,,,,,,,,
Robert Andrich,1985,,,,,,,,,,,,
Robert Morales,1986,,,,,,,,,,,,
Robert Piris Da Motta,1987,,,,,,,,,,,,
Robert Sanchez,1988,,,,,,,,,,,,
Robin Gosens,1990,,,,,,,,,,,,
Robin Koch,1992,,,,,,,,,,,,
Robin Le Normand,1993,,,,,,,,,,,,
Rocky Bushiri,1996,,,,,,,,,,,,
Rodney Redes,1998,,,,,,,,,,,,
Rodrigo Mora,2003,,,,,,,,,,,,
Roger Fernandes,2005,,,,,,,,,,,,
Romain Perraud,2007,,,,,,,,,,,,
Roman Celentano,2008,,,,,,,,,,,,
Romeo Lavia,2011,,,,,,,,,,,,
Romeo Vermant,2012,,,,,,,,,,,,
Ronald Donkor,2014,,,,,,,,,,,,
Ronaldo Damus,2015,,,,,,,,,,,,
Ronaldo De Jesus,2016,,,,,,,,,,,,
Ronaldo Martinez,2017,,,,,,,,,,,,
Roony Bardghji,2019,,,,,,,,,,,,
Ross Mccrorie,2022,,,,,,,,,,,,
Ruairidh Adams,2024,,,,,,,,,,,,
Ruben Lezcano,2026,,,,,,,,,,,,
Ruben Loftus Cheek,2027,,,,,,,,,,,,
Rustam Turdimurodov,2033,,,,,,,,,,,,
Ryan Gauld,2035,,,,,,,,,,,,
Ryan One,2038,,,,,,,,,,,,
Ryan Porteous,2039,,,,,,,,,,,,
Ryoya Morishita,2041,,,,,,,,,,,,
Ryunosuke Sato,2042,,,,,,,,,,,,
Sacha Boey,2044,,,,,,,,,,,,
Said Benrahma,2048,,,,,,,,,,,,
Said El Mala,2049,,,,,,,,,,,,
Sajjad Jasim,2050,,,,,,,,,,,,
Salah Mohsen,2051,,,,,,,,,,,,
Saleh Abu Alshamat,2054,,,,,,,,,,,,
Salim Adams,2059,,,,,,,,,,,,
Salis Abdul Samed,2060,,,,,,,,,,,,
Sam Adekugbe,2061,,,,,,,,,,,,
Sam Sutton,2062,,,,,,,,,,,,
Saman Fallah,2063,,,,,,,,,,,,
Samson Baidoo,2069,,,,,,,,,,,,
Samuel Dahl,2071,,,,,,,,,,,,
Samuel Essende,2072,,,,,,,,,,,,
Samuel Lino,2073,,,,,,,,,,,,
Samuel Mbangula,2074,,,,,,,,,,,,
Samuel Piette,2076,,,,,,,,,,,,
Samuel Silvera,2077,,,,,,,,,,,,
Santiago Beltran,2082,,,,,,,,,,,,
Santiago Castro,2084,,,,,,,,,,,,
Santiago Homenchenko,2086,,,,,,,,,,,,
Santiago Rojas,2088,,,,,,,,,,,,
Sardor Bakhromov,2089,,,,,,,,,,,,
Sascha Britschgi,2092,,,,,,,,,,,,
Sascha Horvath,2093,,,,,,,,,,,,
Saul Salcedo,2095,,,,,,,,,,,,
Savinho,2096,,,,,,,,,,,,
Sayfallah Ltaief,2097,,,,,,,,,,,,
Scott Bain,2098,,,,,,,,,,,,
Sean Zawadzki,2102,,,,,,,,,,,,
Sebastiaan Bornauw,2103,,,,,,,,,,,,
Sebastian Gomez,2106,,,,,,,,,,,,
Sebastian Nanasi,2107,,,,,,,,,,,,
Sebastian Sebulonsen,2108,,,,,,,,,,,,
Sebastian Soria,2109,,,,,,,,,,,,
Sebastian Villa,2111,,,,,,,,,,,,
Sebastien Haller,2112,,,,,,,,,,,,
Seifeddine Jaziri,2113,,,,,,,,,,,,
Semih Kilicsoy,2115,,,,,,,,,,,,
Seo Minwoo,2117,,,,,,,,,,,,
Sergio Gomez,2120,,,,,,,,,,,,
Shahab Zahedi,2122,,,,,,,,,,,,
Shehab Mamdouh,2124,,,,,,,,,,,,
Shelton Guillaume,2125,,,,,,,,,,,,
Sherko Kareem,2127,,,,,,,,,,,,
Shin Minha,2130,,,,,,,,,,,,
Shunsuke Mito,2133,,,,,,,,,,,,
Simon Eriksson,2140,,,,,,,,,,,,
Simon Olsson,2141,,,,,,,,,,,,
Simon Sohm,2142,,,,,,,,,,,,
Sinaly Diomande,2143,,,,,,,,,,,,
Sindre Walle Egeli,2144,,,,,,,,,,,,
Siphesihle Mkhize,2145,RSA,,,,,,,,,,,
Slim Bouaskar,2147,,,,,,,,,,,,
Sofiane Boufal,2148,,,,,,,,,,,,
Sofiane Diop,2149,,,,,,,,,,,,
Sohaib Nair,2151,,,,,,,,,,,,
Solomon Agbasi,2152,,,,,,,,,,,,
Sondre Brunstad Fet,2154,,,,,,,,,,,,
Sondre Orjasaeter,2156,,,,,,,,,,,,
Sota Kawasaki,2159,,,,,,,,,,,,
Sota Kitano,2160,,,,,,,,,,,,
Souffian El Karouani,2161,,,,,,,,,,,,
Soufiane Benjdida,2162,,,,,,,,,,,,
Soufiane Bouftini,2163,,,,,,,,,,,,
Soufiane El Faouzi,2164,,,,,,,,,,,,
Sphesihle Maduna,2167,RSA,,,,,,,,,,,
Stefan De Vrij,2168,,,,,,,,,,,,
Stephane Cueni,2171,,,,,,,,,,,,
Stephane Lambese,2172,,,,,,,,,,,,
Stephen Welsh,2174,,,,,,,,,,,,
Stevenson Jeudi,2177,,,,,,,,,,,,
Stian Gregersen,2178,,,,,,,,,,,,
Stiven Mendoza,2179,,,,,,,,,,,,
Storm Roux,2182,,,,,,,,,,,,
Stuart Findlay,2183,,,,,,,,,,,,
Suad Natiq,2184,,,,,,,,,,,,
Sven Botman,2187,,,,,,,,,,,,
Taher Mohamed,2189,,,,,,,,,,,,
Taishi Brandon Nozawa,2192,,,,,,,,,,,,
Takuma Asano,2196,,,,,,,,,,,,
Tanner Tessmann,2198,,,,,,,,,,,,
Tarek Salman,2200,,,,,,,,,,,,
Tarik Karic,2201,,,,,,,,,,,,
Tatsuhiro Sakamoto,2203,,,,,,,,,,,,
Tawfik Bentayeb,2204,,,,,,,,,,,,
Teo Michel,2207,,,,,,,,,,,,
Terry Yegbe,2208,,,,,,,,,,,,
Thabo Moloisane,2212,RSA,,,,,,,,,,,
Thapelo Morena,2215,RSA,,,,,,,,,,,
Theo Bair,2218,,,,,,,,,,,,
Thiago Silva,2222,,,,,,,,,,,,
Thierno Ballo,2224,,,,,,,,,,,,
Thorgan Hazard,2227,,,,,,,,,,,,
Tiago Gabriel,2228,,,,,,,,,,,,
Tiago Palacios,2229,,,,,,,,,,,,
Tim Kleindienst,2231,,,,,,,,,,,,
Timothy Tillman,2236,,,,,,,,,,,,
Tino Livramento,2238,,,,,,,,,,,,df
Tobias Guddal,2239,,,,,,,,,,,,
Tobias Lawal,2240,,,,,,,,,,,,
Tom Bischof,2241,,,,,,,,,,,,
Tom Glover,2242,,,,,,,,,,,,
Toma Basic,2243,,,,,,,,,,,,
Tomas Aranda,2244,,,,,,,,,,,,
Tomas Ladra,2248,,,,,,,,,,,,
Tomas Vlcek,2251,,,,,,,,,,,,
Tommy Conway,2252,,,,,,,,,,,,
Tommy St Jago,2253,,,,,,,,,,,,
Tomoya Ando,2255,,,,,,,,,,,,
Toni Martinez,2257,,,,,,,,,,,,
Toni Silic,2258,,,,,,,,,,,,
Trent Alexander Arnold,2260,,,,,,,,,,,,
Tristan Blackmon,2264,,,,,,,,,,,,
Tylon Smith,2270,RSA,,,,,,,,,,,
Tyrique Mercera,2273,,,,,,,,,,,,
Ulisses Garcia,2275,,,,,,,,,,,,
Umut Nayir,2277,,,,,,,,,,,,
Uran Bislimi,2279,,,,,,,,,,,,
Vaclav Jemelka,2281,,,,,,,,,,,,
Vaclav Sejk,2282,,,,,,,,,,,,
Vakoun Issouf Bayo,2283,,,,,,,,,,,,
Vasil Kusej,2285,,,,,,,,,,,,
Victor Eriksson,2286,,,,,,,,,,,,
Victor Griffith,2287,,,,,,,,,,,,
Victor Guzman,2288,MEX,,,,,,,,,,,
Victor Joseph,2289,,,,,,,,,,,,
Viljar Myhra,2294,,,,,,,,,,,,
Vincent Sierro,2295,,,,,,,,,,,,
Vitinho,2299,,,,,,,,,,,,
Vitor Reis,2300,,,,,,,,,,,,
Vladimir Nazarov,2303,,,,,,,,,,,,
Vojtech Patrak,2304,,,,,,,,,,,,
Vuyo Letlapa,2306,RSA,,,,,,,,,,,
Wajdi Kechrida,2308,,,,,,,,,,,,
Walker Zimmerman,2310,,,,,,,,,,,,
Walter Benitez,2311,,,,,,,,,,,,
Warren Kamanzi,2312,,,,,,,,,,,,
Wataru Endo,2314,,,,,,,,,,,,mf
Wesley,2315,,,,,,,,,,,,
Wesley Delgado,2316,,,,,,,,,,,,
Wesley Fofana,2317,,,,,,,,,,,,
